source_id,post_text,normalized_text,text_hash,annotated_sentiment,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,joy,affection,amusement,surprise,sadness,anger,care_empathy,fear,disgust,approval,sarcasm,pride,gratitude,disappointment,grief,jealousy,confusion,nostalgia,hope,excitement,relief,embarrassment,joy_mask,affection_mask,amusement_mask,surprise_mask,sadness_mask,anger_mask,care_empathy_mask,fear_mask,disgust_mask,approval_mask,sarcasm_mask,pride_mask,gratitude_mask,disappointment_mask,grief_mask,jealousy_mask,confusion_mask,nostalgia_mask,hope_mask,excitement_mask,relief_mask,embarrassment_mask
4659,ඊයේ ගොවියාගේ මාස ගණනක වගාව එක රැයකින් විනාශ වෙලා. පුළුවන් කෙනෙක් උදව්වක් කරන්න. 🙏😔,ඊයේ ගොවියාගේ මාස ගණනක වගාව එක රැයකින් විනාශ වෙලා. පුළුවන් කෙනෙක් උදව්වක් කරන්න. 🙏😔,4f1d2747f2d5e15752ddfe57ca49a67a,Negative,381,3,71,5,22,392,67,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4660,අවශ්‍ය කාලයේ නොමැති කිසිවෙකු.. අනවශ්‍ය කාලයේ සිටිය යුතුම නැත... 🚧,අවශ්ය කාලයේ නොමැති කිසිවෙකු.. අනවශ්ය කාලයේ සිටිය යුතුම නැත... 🚧,0fb86dc2a9367e17fa6564a936494760,Negative,1896,279,27,0,1,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4664,"යාලුවො අතරින් විතරක් නෙවෙයි නෑදෑ ලමයි අතරිනුත් තාමත් තනිකඩ මම විතරයි !
🙂",යාලුවො අතරින් විතරක් නෙවෙයි නෑදෑ ලමයි අතරිනුත් තාමත් තනිකඩ මම විතරයි ! 🙂,92078e24407495a764a9ef08e883cde7,mixed,25,2,0,196,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4665,"ඉන්දුනීසියාවේ බටහිර සුමාත්‍රා දූපත් ආශ්‍රිතව මැග්නිටියුඩ් 6.4ක තවත් භූ කම්පනයක්. 
සුනාමි අනතුරු ඇඟවීමක් නැහැ. - විදෙස් මාධ්‍ය 
#LKA #News1st #SL #Srilanka #Earthquake #Indonesia",ඉන්දුනීසියාවේ බටහිර සුමාත්රා දූපත් ආශ්රිතව මැග්නිටියුඩ් 6.4ක තවත් භූ කම්පනයක්. සුනාමි අනතුරු ඇඟවීමක් නැහැ. - විදෙස් මාධ්ය #lka #news1st #sl #srilanka #earthquake #indonesia,9097cbad58d2a477b77de9a023979f48,Neutral,668,6,4,1,5,219,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4666,අසනීප ගැන කතා නොකර හිටියත් හිත ඇතුළේ ඒවා නැති වෙන්නේ නෑ. අද කෙනෙක්ගේ කතාවක් අහලා ඒක තවත් දැනුණා. හිත කඩා වැටෙන පුවතක්. 😢💔,අසනීප ගැන කතා නොකර හිටියත් හිත ඇතුළේ ඒවා නැති වෙන්නේ නෑ. අද කෙනෙක්ගේ කතාවක් අහලා ඒක තවත් දැනුණා. හිත කඩා වැටෙන පුවතක්. 😢💔,cad079a683d3122b78fc20b5c1a95a7a,Negative,358,2,54,3,20,420,20,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4667,"සිහලෙන්ද  පළවූ විදෙස් ළමා කතාවක  කෝච්චි මුදල් සොරකු සොයා ගැනීමේ ක්‍රියාන්විතයේ  මුර වචනය  password  කුමක්ද? 
 තුෂාරා   නොවේ.",සිහලෙන්ද පළවූ විදෙස් ළමා කතාවක කෝච්චි මුදල් සොරකු සොයා ගැනීමේ ක්රියාන්විතයේ මුර වචනය password කුමක්ද? තුෂාරා නොවේ.,ad860915ba77499f7a9eb74dd8c44ef2,Neutral,212,3,3,136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4668,"කසාද බඳින්නෙ නැතුව තනියම ඉන්න අයට අන්තිම මොහොතෙ වතුර උගුරක් දෙන්න කොම්පැනියක් ආරම්භ
කරමුද ? හාද 🤓👍",කසාද බඳින්නෙ නැතුව තනියම ඉන්න අයට අන්තිම මොහොතෙ වතුර උගුරක් දෙන්න කොම්පැනියක් ආරම්භ කරමුද ? හාද 🤓👍,c6e97d630674481a4261157023343610,Positive,1114,38,8,548,7,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4669,"කාට හරි වරදින්න යනවා දැක්කොත් ඒක පෙන්නල දෙන්නෙ එපා! ඇයි කියල අහන්න එපා.. එපා! Otherwise, you will be the නරක මිනිහා 😉💔","කාට හරි වරදින්න යනවා දැක්කොත් ඒක පෙන්නල දෙන්නෙ එපා! ඇයි කියල අහන්න එපා.. එපා! otherwise, you will be the නරක මිනිහා 😉💔",9d960039d1fdb18babb436c8b3efd9cc,Negative,529,24,10,256,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4671,"නේපාලයට ඩොලර් මිලියනක මානුෂීය ආධාර දෙන්න අමාත්‍ය මණ්ඩල අනුමැතිය 
වැඩි විස්තර >>> https://tinyurl.com/56br5p7m
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47
#dasathanews #LKA #Dasatha #SL #Srilanka",නේපාලයට ඩොලර් මිලියනක මානුෂීය ආධාර දෙන්න අමාත්ය මණ්ඩල අනුමැතිය වැඩි විස්තර >>> https://tinyurl.com/56br5p7m 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47 #dasathanews #lka #dasatha #sl #srilanka,910f4e8a42fcb409b9ffd80025c935c6,Neutral,79,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4672,පොදු දේපළ විනාශ කරන දේවල් දැක්කම නිහඬව ඉන්න බෑ. නීතිය හැමෝටම එක වගේ ක්‍රියාත්මක වෙන්න ඕනේ. ⚖️😡,පොදු දේපළ විනාශ කරන දේවල් දැක්කම නිහඬව ඉන්න බෑ. නීතිය හැමෝටම එක වගේ ක්රියාත්මක වෙන්න ඕනේ. ⚖️😡,0de6694b55458b8e790967edd77d9d1b,Negative,91,1,6,1,5,10,149,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4673,"නිකවැරටිය නගරයේ රථවාහන අනතුරක් සම්බන්ධයෙන් විමර්ශනයක් ආරම්භ කෙරේ.
නිල නිවේදනයක් තවම නිකුත් වී නැත.",නිකවැරටිය නගරයේ රථවාහන අනතුරක් සම්බන්ධයෙන් විමර්ශනයක් ආරම්භ කෙරේ. නිල නිවේදනයක් තවම නිකුත් වී නැත.,2150793429c17ac7d7fa12686b86846f,Neutral,11,4,2,1,4,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4675,"දැන් මම ඉන්නේ කවුරු වෙනස්කම් කරත් තරහා උනත් මට වැඩක් නැහැ කියලා හිතෙන වයසක!
😌🖐❤️",දැන් මම ඉන්නේ කවුරු වෙනස්කම් කරත් තරහා උනත් මට වැඩක් නැහැ කියලා හිතෙන වයසක! 😌🖐❤️,96d91be42d28a3a90265497fc95e2d28,Positive,107,78,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4676,"සෙසු අධිකරණ විනිසුරුවරුන්ගේ විශ්‍රාම වයස දීර්ඝ කිරීමේ සංශෝධන ඇතුළත් අධිකරණ සංවිධාන ( සංශෝධන ) පනත් කෙටුම්පත පාර්ලිමේන්තුවට
#LKA #News1st #SL #Srilanka",සෙසු අධිකරණ විනිසුරුවරුන්ගේ විශ්රාම වයස දීර්ඝ කිරීමේ සංශෝධන ඇතුළත් අධිකරණ සංවිධාන ( සංශෝධන ) පනත් කෙටුම්පත පාර්ලිමේන්තුවට #lka #news1st #sl #srilanka,171d808f1a30470d34cdc3d0ce79e188,Neutral,156,33,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4677,"""රටට සුබයි නෙවෙයි රටට කෙළවෙලා කියලා තමයි කියන්න වෙන්නේ""","""රටට සුබයි නෙවෙයි රටට කෙළවෙලා කියලා තමයි කියන්න වෙන්නේ""",bbdc4200165b7fa966a23e830d40f2e7,Negative,90,3,0,272,3,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4679,තාම තනිකඩයිනම් නිකන් ඉන්න වෙලාවට කෙනෙක්ගෙ story එකකට හා හා දාලා බලන්න. සමහරවිට දුර දිග ගිහින් life partner වුනත් වෙන්න පුලුවන් 😂,තාම තනිකඩයිනම් නිකන් ඉන්න වෙලාවට කෙනෙක්ගෙ story එකකට හා හා දාලා බලන්න. සමහරවිට දුර දිග ගිහින් life partner වුනත් වෙන්න පුලුවන් 😂,05ad8f29f1c680bf307698f749a5cb15,Positive,2,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4681,මහ නගර සභාවට වරිපනම් නොගෙවූ කොළඹ 07 ඉඩම් 30ක් ඇතුළු කෝටි ගණනක දේපළ පවරාගැනීමට සැරසෙයි - වැඩි විස්තර : irinewslk.com/colombo-07-is-set-to-take-over-properties-worth-crores-including-30-plots-of-land-that-have-not-been-paid-to-the-municipal-council/,මහ නගර සභාවට වරිපනම් නොගෙවූ කොළඹ 07 ඉඩම් 30ක් ඇතුළු කෝටි ගණනක දේපළ පවරාගැනීමට සැරසෙයි - වැඩි විස්තර : irinewslk.com/colombo-07-is-set-to-take-over-properties-worth-crores-including-30-plots-of-land-that-have-not-been-paid-to-the-municipal-council/,d41b3d20c985f2fc881e0fb9ad75839e,Neutral,1902,416,24,7,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4682,"“මට එරෙහි මේ නඩුව තුළින් චෝදනා 940ක් එල්ල කර තිබෙනවා. මේ සියලු චෝදනා මා ප්‍රතික්ෂේප කරනවා,"" 
පාස්කු ප්‍රහාරයේ 'මහමොළකරු' බව කී නවුෆර් මවුලවි විත්ති කූඩුවේ සිට සිය විත්ති වාචකය ඉදිරිපත් කරමින්","“මට එරෙහි මේ නඩුව තුළින් චෝදනා 940ක් එල්ල කර තිබෙනවා. මේ සියලු චෝදනා මා ප්රතික්ෂේප කරනවා,"" පාස්කු ප්රහාරයේ 'මහමොළකරු' බව කී නවුෆර් මවුලවි විත්ති කූඩුවේ සිට සිය විත්ති වාචකය ඉදිරිපත් කරමින්",f08d30c78a212f305d8220ba0dc953dd,Neutral,207,2,0,345,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4683,"රෝහල අසල බිඳුණු ආරක්ෂක වැට දවස් ගණනක් තිබුණත් කවුරුවත් බලන්නේ නෑ. කතා විතරක් නෙවෙයි, දැන් ක්‍රියාව ඕනේ. 😠","රෝහල අසල බිඳුණු ආරක්ෂක වැට දවස් ගණනක් තිබුණත් කවුරුවත් බලන්නේ නෑ. කතා විතරක් නෙවෙයි, දැන් ක්රියාව ඕනේ. 😠",00f7bf64d7cd5d2c20e40cc35d2a3fb1,Negative,191,3,4,1,6,23,158,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4684,සුගීෂ්වරට ධමනි ආශ්‍රිත රෝගී තත්ත්වයක් දුවත් මානසික පීඩනෙන් - ඇප දෙන්නයැයි උසාවියෙන් ඉල්ලයි - වැඩි විස්තර : irinewslk.com/sugeeshwaras-daughter-suffers-from-an-arterial-disease-due-to-mental-stress-court-asks-for-bail/,සුගීෂ්වරට ධමනි ආශ්රිත රෝගී තත්ත්වයක් දුවත් මානසික පීඩනෙන් - ඇප දෙන්නයැයි උසාවියෙන් ඉල්ලයි - වැඩි විස්තර : irinewslk.com/sugeeshwaras-daughter-suffers-from-an-arterial-disease-due-to-mental-stress-court-asks-for-bail/,9ee53392ff42ad1741e5f3a369b78984,Negative,228,3,2,2834,11,6,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4686,"ශෂී වීරවංශ අද (20) අධිකරණයට...
#lka #News1st #SL #SriLanka #Court #ShashiWeerawansa",ශෂී වීරවංශ අද (20) අධිකරණයට... #lka #news1st #sl #srilanka #court #shashiweerawansa,0a0570584a240c4b8b8dd2e55766194c,Neutral,324,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4687,අද පොදු දේපළ විනාශ කරන දේවල් දැක්කම නිහඬව ඉන්න බෑ. අපහසුතාවය විඳින්නේ හැමදාම සාමාන්‍ය මිනිස්සු.,අද පොදු දේපළ විනාශ කරන දේවල් දැක්කම නිහඬව ඉන්න බෑ. අපහසුතාවය විඳින්නේ හැමදාම සාමාන්ය මිනිස්සු.,2a67a53656e94423784669000bf7bbd9,Negative,83,2,10,1,0,13,115,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4688,"කාමරේ පුටුවක් තියෙද්දී
නව නවා අල්මාරියට රෙදි දාන්නෙ ඇයි සමහරු
🥴👍🙃",කාමරේ පුටුවක් තියෙද්දී නව නවා අල්මාරියට රෙදි දාන්නෙ ඇයි සමහරු 🥴👍🙃,4df939e414eba8b4f800b6de7512830d,Negative,99,3,2,143,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4689,"ගල්කිස්ස උළුදාගොඩ පටුමගේ වෙඩි තැබීමකින් පුද්ගලයෙකු තුවාල ලබයි. - පොලීසිය 
#LKA #News1st #SL #Srilanka",ගල්කිස්ස උළුදාගොඩ පටුමගේ වෙඩි තැබීමකින් පුද්ගලයෙකු තුවාල ලබයි. - පොලීසිය #lka #news1st #sl #srilanka,37c8dfca24c73157c74f082b28ff322d,Negative,206,2,0,5,0,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4690,"යුද්ධයකදී පවා ප්‍රථමාධාර  හා වෛද්‍ය සේවකයන්ට  පීඩාවීම වැළැක්වීමට විශේෂ සැලකිල්ලක් දක්වනු ලැබේ. 
කරු/1 කමෙන්ටුවේ ලිංකුව  කියවන්න",යුද්ධයකදී පවා ප්රථමාධාර හා වෛද්ය සේවකයන්ට පීඩාවීම වැළැක්වීමට විශේෂ සැලකිල්ලක් දක්වනු ලැබේ. කරු/1 කමෙන්ටුවේ ලිංකුව කියවන්න,4328b1341c62a25d96488f6a3b9113c8,Negative,70,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4692,විනිසුරු විශ්‍රාම වයස ඉහළ දාන්න IMF කිව්වේ නෑ - එජාපය නිවේදනය කරයි - වැඩි විස්තර : irinewslk.com/imf-did-not-ask-to-raise-the-retirement-age-of-judges-unp-announces/,විනිසුරු විශ්රාම වයස ඉහළ දාන්න imf කිව්වේ නෑ - එජාපය නිවේදනය කරයි - වැඩි විස්තර : irinewslk.com/imf-did-not-ask-to-raise-the-retirement-age-of-judges-unp-announces/,4db709a86bf2925fe64fc74ee6dcd444,Neutral,136,0,3,1014,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4693,හඳුනන්නේවත් නැති කෙනෙක් අමාරුවේ කියලා දැනගත්තම පිරිසක් එකතු වෙලා අහිමි වූ බෑගය අයිතිකරුට හොයා දුන්නා. අමාරු වෙලාවක ළඟින් ඉන්න එකම ලොකු උදව්වක්. 🤝,හඳුනන්නේවත් නැති කෙනෙක් අමාරුවේ කියලා දැනගත්තම පිරිසක් එකතු වෙලා අහිමි වූ බෑගය අයිතිකරුට හොයා දුන්නා. අමාරු වෙලාවක ළඟින් ඉන්න එකම ලොකු උදව්වක්. 🤝,2dd4853d9b68c01be149ebb78f1c9c5e,Positive,265,21,119,0,8,13,2,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4695,"සොනාල්ගෙන් තවත් අගනා අර්ධ ශතකයක් 
dasathalankanews.com
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47",සොනාල්ගෙන් තවත් අගනා අර්ධ ශතකයක් dasathalankanews.com 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47,37eacc42aa2e16771ad26704174ddc6a,Positive,540,113,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4696,අවුරුදු 13ක දරුවෙක් තමන්ම ඉගෙනගෙන coding project එකක් complete කරලා. මේක දැක්කම ඇස් අදහගන්නත් බෑ. 😮,අවුරුදු 13ක දරුවෙක් තමන්ම ඉගෙනගෙන coding project එකක් complete කරලා. මේක දැක්කම ඇස් අදහගන්නත් බෑ. 😮,194af9d3494e9dabac76734f89b2ee01,Positive,646,22,0,44,443,4,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4698,"මට බීලා කියවන්නොනි
😒👍",මට බීලා කියවන්නොනි 😒👍,9e47ba6852f4ff2b492e8eefc85840aa,Negative,4,3,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4699,"Online එකේ photo එකේ තියෙන දේ එකක්, parcel එක ඇරියම තියෙන්නේ වෙන එකක්. ඒත් return කරන්නත් අලුත් නීති. මෙහෙම ගියොත් ප්‍රශ්නය තවත් වැඩි වෙනවා.","online එකේ photo එකේ තියෙන දේ එකක්, parcel එක ඇරියම තියෙන්නේ වෙන එකක්. ඒත් return කරන්නත් අලුත් නීති. මෙහෙම ගියොත් ප්රශ්නය තවත් වැඩි වෙනවා.",4cbe3cc2e230ee4d1aaccac142e6de7b,Negative,132,3,15,3,2,9,157,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4700,Fb එකේ followersla ලක්ෂයක් විතර ආවම අනික් අයට ජීවිතේ හදාගන්ඩ උපදෙස් දෙන්ඩ යන එක සාමාන්‍ය දෙයක්ද නැත්තම් අසනීපයක්ද 🙂,fb එකේ followersla ලක්ෂයක් විතර ආවම අනික් අයට ජීවිතේ හදාගන්ඩ උපදෙස් දෙන්ඩ යන එක සාමාන්ය දෙයක්ද නැත්තම් අසනීපයක්ද 🙂,b995753adf5292ead769ee053a0bec13,Negative,175,6,1,1639,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4701,ආදරේ කරපු කාලය නෙවෙයි වටින්නෙ.. ආදරේ කරපු තරමයි වටින්නෙ.. 🙂❤️,ආදරේ කරපු කාලය නෙවෙයි වටින්නෙ.. ආදරේ කරපු තරමයි වටින්නෙ.. 🙂❤️,e22e14185cc43a686ad4cad2d2b0375a,Positive,361,169,20,6,0,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4702,ගැහැනිය විවාහ විය යුත්තේ මනුස්සකම පිරි සංවේදී ආදරණීය පිරිමියෙකු සමගයි.නැතිනම් ඇයගේ ජීවිතයේ සතුට අවසන් වනු ඇත 🙂👍,ගැහැනිය විවාහ විය යුත්තේ මනුස්සකම පිරි සංවේදී ආදරණීය පිරිමියෙකු සමගයි.නැතිනම් ඇයගේ ජීවිතයේ සතුට අවසන් වනු ඇත 🙂👍,e8cbfd9f08a0564df6987fac13a3a512,Neutral,1889,387,26,7,1,12,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4703,දවස පුරා හැමෝවම හිනස්සන කෙනෙක් රෑට තනියම කොච්චර දුකෙන් ඉන්නවද අපි දන්නේ නෑ. කෙනෙක්ගේ නිහඬකමත් අහන්න. මේ මොහොත දරාගන්න ඔවුන්ට හැකියාව ලැබේවා. 🥀,දවස පුරා හැමෝවම හිනස්සන කෙනෙක් රෑට තනියම කොච්චර දුකෙන් ඉන්නවද අපි දන්නේ නෑ. කෙනෙක්ගේ නිහඬකමත් අහන්න. මේ මොහොත දරාගන්න ඔවුන්ට හැකියාව ලැබේවා. 🥀,323f8198ee0bf10fd57578c397a77c60,mixed,434,10,74,0,8,401,51,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4704,"කොල්ලෙක් පරිණත වුණාම
බයික් එකේ 50ට වඩා වෙගෙන් යන්නේ නෑ.
😌❤️",කොල්ලෙක් පරිණත වුණාම බයික් එකේ 50ට වඩා වෙගෙන් යන්නේ නෑ. 😌❤️,7d6ce70c8305c465cdac9db9feac414a,Positive,203,250,8,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4705,"මට හරිම කේන්තියි, මාතරහි ජීවත් වෙන අයට රථවාහන අනතුරක් එකක් විතරක් නෙවෙයි, දිගටම දෙයක්.
දරාගන්න බැරි තරමට ආවා.","මට හරිම කේන්තියි, මාතරහි ජීවත් වෙන අයට රථවාහන අනතුරක් එකක් විතරක් නෙවෙයි, දිගටම දෙයක්. දරාගන්න බැරි තරමට ආවා.",4280269e092acb77014bdeb8212f82f0,Negative,35,15,9,6,9,22,219,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4710,"අප්පමාදෝ අමත පදං 
පමාදෝ මච්චුණෝ පදං.
*****QR ***** 
උඩඟුකම විනාශයට මුලය.",අප්පමාදෝ අමත පදං පමාදෝ මච්චුණෝ පදං. *****qr ***** උඩඟුකම විනාශයට මුලය.,6e009e25eba1195085f155706b83966b,Negative,1162,34,6,530,9,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4711,"ඔබට සවන්දෙන්නෙකු නොමැතිනම්
තනියම කියවන්න !
😌🫴",ඔබට සවන්දෙන්නෙකු නොමැතිනම් තනියම කියවන්න ! 😌🫴,0d0f43459881cdb2ec4583f515a7719b,Neutral,68,5,2,200,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4712,වෙන්වීම් ගැන කතා නොකර හිටියත් හිත ඇතුළේ ඒවා නැති වෙන්නේ නෑ. අද කෙනෙක්ගේ කතාවක් අහලා ඒක තවත් දැනුණා. ජීවිතේ කොච්චර අස්ථිරද කියලා මතක් වෙනවා. 😞,වෙන්වීම් ගැන කතා නොකර හිටියත් හිත ඇතුළේ ඒවා නැති වෙන්නේ නෑ. අද කෙනෙක්ගේ කතාවක් අහලා ඒක තවත් දැනුණා. ජීවිතේ කොච්චර අස්ථිරද කියලා මතක් වෙනවා. 😞,49b63c1b79ae69e2148434032245d4f4,Negative,236,1,46,3,1,212,28,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4713,කොන්ඩෙ දිගයි නම් එයාට කොල්ලෙක් නැත්තෙ අගහරු වල විතරයි 🤣👍,කොන්ඩෙ දිගයි නම් එයාට කොල්ලෙක් නැත්තෙ අගහරු වල විතරයි 🤣👍,f3874a57bd4f9378b57117d186a3e473,Positive,9,0,0,54,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4714,"වියළි කාලගුණය නිසා යාල, විල්පත්තුව ඇතුළු වනෝද්‍යානවල වනජීවී සතුන්ගේ පිපාසය සංසිඳුවන්න බවුසර් මඟින් ජලය සැපයේ
#LKA #News1st #SL #Srilanka","වියළි කාලගුණය නිසා යාල, විල්පත්තුව ඇතුළු වනෝද්යානවල වනජීවී සතුන්ගේ පිපාසය සංසිඳුවන්න බවුසර් මඟින් ජලය සැපයේ #lka #news1st #sl #srilanka",b79f2f2c36a95a5fa74d24d5c31c1a2f,Positive,4192,1572,206,2,5,29,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
